"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","71","Natural or cultured pearls, precious or semiprecious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","A","Annual","A","Annual","USD","US$","2003","","","","1457446066"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","71","Natural or cultured pearls, precious or semiprecious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","A","Annual","A","Annual","USD","US$","2004","","","","1800624553"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","71","Natural or cultured pearls, precious or semiprecious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","A","Annual","A","Annual","USD","US$","2017","","","","2940010383"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","71","Natural or cultured pearls, precious or semiprecious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","A","Annual","A","Annual","USD","US$","2016","","","","3140359503"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","71","Natural or cultured pearls, precious or semiprecious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","A","Annual","A","Annual","USD","US$","2015","","","","3320581977"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","71","Natural or cultured pearls, precious or semiprecious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","A","Annual","A","Annual","USD","US$","2010","","","","2893893283"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","71","Natural or cultured pearls, precious or semiprecious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","A","Annual","A","Annual","USD","US$","2013","","","","3651815981"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","71","Natural or cultured pearls, precious or semiprecious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","A","Annual","A","Annual","USD","US$","2014","","","","3572043935"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","71","Natural or cultured pearls, precious or semiprecious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","A","Annual","A","Annual","USD","US$","2011","","","","3294186243"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","71","Natural or cultured pearls, precious or semiprecious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin","A","Annual","A","Annual","USD","US$","2012","","","","3569623246"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","72","Iron and steel","A","Annual","A","Annual","USD","US$","2004","","","","1046539994"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","72","Iron and steel","A","Annual","A","Annual","USD","US$","2005","","","","1203924494"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","72","Iron and steel","A","Annual","A","Annual","USD","US$","2003","","","","221738609"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","72","Iron and steel","A","Annual","A","Annual","USD","US$","2002","","","","243784337"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","72","Iron and steel","A","Annual","A","Annual","USD","US$","2006","","","","2175460552"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","72","Iron and steel","A","Annual","A","Annual","USD","US$","2007","","","","2092282162"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","72","Iron and steel","A","Annual","A","Annual","USD","US$","2014","","","","2584696402"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","72","Iron and steel","A","Annual","A","Annual","USD","US$","2012","","","","1546863628"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","72","Iron and steel","A","Annual","A","Annual","USD","US$","2015","","","","1862722406"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","72","Iron and steel","A","Annual","A","Annual","USD","US$","2016","","","","630928461"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","72","Iron and steel","A","Annual","A","Annual","USD","US$","2017","","","","635653740"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","72","Iron and steel","A","Annual","A","Annual","USD","US$","2013","","","","1541231563"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","72","Iron and steel","A","Annual","A","Annual","USD","US$","2009","","","","507474333"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","72","Iron and steel","A","Annual","A","Annual","USD","US$","2011","","","","1479628247"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","72","Iron and steel","A","Annual","A","Annual","USD","US$","2010","","","","1028261916"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","72","Iron and steel","A","Annual","A","Annual","USD","US$","2008","","","","2758330512"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","73","Articles of iron or steel","A","Annual","A","Annual","USD","US$","2008","","","","12007988558"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","73","Articles of iron or steel","A","Annual","A","Annual","USD","US$","2009","","","","7500530655"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","73","Articles of iron or steel","A","Annual","A","Annual","USD","US$","2010","","","","7314893149"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","73","Articles of iron or steel","A","Annual","A","Annual","USD","US$","2013","","","","8894668452"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","73","Articles of iron or steel","A","Annual","A","Annual","USD","US$","2011","","","","8644268506"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","73","Articles of iron or steel","A","Annual","A","Annual","USD","US$","2017","","","","11512670695"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","73","Articles of iron or steel","A","Annual","A","Annual","USD","US$","2016","","","","10401487451"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","73","Articles of iron or steel","A","Annual","A","Annual","USD","US$","2015","","","","10406224149"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","73","Articles of iron or steel","A","Annual","A","Annual","USD","US$","2012","","","","9363112880"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","73","Articles of iron or steel","A","Annual","A","Annual","USD","US$","2014","","","","9772465427"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","73","Articles of iron or steel","A","Annual","A","Annual","USD","US$","2007","","","","9766975448"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","840","USA","United States of America","156","CHN","China","HS","Harmonized System","73","Articles of iron or steel","A","Annual","A","Annual","USD","US$","2006","","","","8365331949"
